"name";"answer";"questions";"rcounts"
"4. Техническая поддержка (support@pnu.edu.ru)";Попробуйте завтра зайти в личный кабинет;Здравствуйте, я студент 1 курса Богданов Роман. Прошу разобраться с проблемой входа.   --  С любовью и теплотой,  Bogdanov Roman  +79147796607     =====Я не могу зайти в свой кабинет студента. Написано что меня отчислили, но в  приказе на зачисление (заочное обучение) я есть.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Попробуйте снова записаться на курс;Адрес смог заполнить, но теперь не дает возможности выбрать название курса      -------- Пересылаемое сообщение --------  От кого: Гарипов Ильнур <ilnur_garipov@mail.ru>  Кому: support@pnu.edu.ru  Дата: Пятница, 27 ноября 2020, 17:24 +03:00  Тема: проблемы при регистрации     Добрые время суток!  Хотел пройти регистрацию на обучение в рамках федерального проекта «Новые возможности для каждого».  Письмо Подтверждение почты для записи на курс ТОГУ пришло. Прошел по ссылке. Начинаю заполнять поля. Дохожу до адреса. При сохранении адреса перебрасывает на страницу где требует еще раз указать адрес (н;9
"4. Техническая поддержка (support@pnu.edu.ru)";попробуйте снова записаться на курсы;Добрый день. Извините, но я снова не смогла зарегистрироваться до конца на вашем сайте для прохождения ФПК. Действительно, как и указано в письме я не смогла установить выбранные темы курсов, они не высвечивались. Или их нужно набрать самим руками?  При заходе по ссылке выпадает другой пароль, я его меняла на тот, что мне указан в письме BRnbkKk37#*, но окно с названием курсов не открывалось.  Пробовала заходить и с предложенным новым паролем — ничего. Убедительно прошу помочь решить проблему.   Сообщите, пожалуйста, так я могу приступать к занятиям или нет?       ;2
"4. Техническая поддержка (support@pnu.edu.ru)";попробуйте снова зарегестрировать документ;"Здравствуйте, не так давно стали поступать сообщения на почту ""поступил  документ на регистрацию"". Филимонова О.В. прокомментировала, что  распоряжения за подписью Ковальчук С.А. может зарегистрировать любой  сотрудник ДАП.  Документ создал сотрудник деканата, по содержанию подходит ООСУП, но при  попытке зарегистрировать выходит ошибка Ошибка: undefined (0; 0)  (02.04.2021 11.40)  Поступил документ на регистрацию. Распоряжения за подписью проректора  Ковальчук С.А.: Распоряжение об установлении индивид. графика сессии  студенту гр СДМ(аб)зу-81 Рахманову А.Ю.    [image: image.png]    ";2
"4. Техническая поддержка (support@pnu.edu.ru)";Попробуйте снова зарегистрировать ;Добрый день! В Логике завис приказ с зарезервированным номером  [image: image.png]  034/0103 от 21.04.2023.  После зависания было предложено запустить новый приказ и попытаться  присвоить ему тот же номер, не выходит, система ругается на то. что номер  уже существует.  Прошу удалить данный резерв и присвоить следующему приказу номер удаленного  резерва  [image: image.png]    --     С уважением,    Павликов Алексей Борисович    Начальник ОСАП ФГБОУ ВО «ТОГУ»=====Добрый день! Прошу помочь в решении проблемы. Не выходит зарегистрировать  приказ. Выдает следующую ошибку. Пытался через обычный с;2
"4. Техническая поддержка (support@pnu.edu.ru)";попробуйте снова пройти запись на курс;Здравствуйте, у меня не получается зарегистрироваться на курсы «Иновационная деятельность учителя начальных классов»        С уважением  Екатерина Александровна, заместитель директора по ОТ и ТБ  Ekaterina_khv@mail.ru   =====Здравствуйте, пытаюсь зарегистрироваться на курсы повышения квалификации на ФДО, но не получается. Выходит сообщение, что с моего имейла (причём я пробовала уже 2 разных имейла) уже осуществлялась регистрация. Такая ситуация исключена! Что делать? (имейлы blagmeg@yandex.ru, blagmeg@mail.ru)         --     С уважением,    Мусаева Елена     ;2
"4. Техническая поддержка (support@pnu.edu.ru)";попробуйте создать документ как написано в инструкции  http://help.pnu.edu.ru/index.php/4._%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5_%D1%81%D0%BE%D0%B3%D0%BB%D0%B0%D1%81%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5_%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D0%BE%D0%B2_%D0%BF%D0%BE_%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B0%D0%BC  Только выбирайте Приказы о направлении на практику ТОГУ;Добрый день, уже второй день пишу в тех поддержку, никто не отвечает.   Проблема: в логике не создает новый документ. выкидывает обратно на первую страницу. а документ надо создать срочно (приказ на преддипломную практику) и отправить на согласование.       IP-адресс: 95.85.91.196=====Не работает ЛОГИКА, пробую отправить приказ на прохождение практики, после команд: создать приказ - ОРД - приказ на практику  ТОГУ - V - Ok, возвращает на начальную страницу. Соответственно нет возможности отправить приказ который не укладывается в сроки.        IP-адресс: 188.162.228.142;2
"4. Техническая поддержка (support@pnu.edu.ru)";Преподаватель не проставил в учебном плане данные.  Как только преподаватель заполнит данные вы автоматически будете добавлены к курсу;Я вначале связался с преподавателем, говорит сдавайте контрольную на курсе, пытаюсь зайти на курс-не выходит, преподаватель говорит к вам обращаться.     Отправлено с моего телефона Huawei        -------- Исходное сообщение --------  От: support@pnu.edu.ru  Дата: вт, 22 сент. 2020 г., 17:05  Кому: 100701169@pnu.edu.ru  Тема: Ответ: Re: Группа технической поддержки [Обращение (Внеплановое) № 47704] - Прочтите! [Обращение (Внеплановое) #47941]        Здравствуйте!                Напишите учителю курса                    С уважением, группа технической поддержки ТОГУ    support@pnu.edu.ru=====Здравствуйте! У меня отсутствует доступ к курса;2
"4. Техническая поддержка (support@pnu.edu.ru)";пришлите снимок экрана с проблемой;Ув. служба! Пересылаемый документ [СЭД ТОГУ] Ознакомление с документом.  Приказы и распоряжения за подписью ректора №011/6рн/0366 от 09.09.2021: О  проведении инструктажей по вопросам обеспечения комплексной безопасности,  среди работников и учащихся университета  НЕ ОТКРЫВАЕТСЯ. Как обеспечить доступ к нему?  Зав. кафедрой журналистики С.И. Якимова.    ---------- Forwarded message ---------  От: LogicECM <LogicECM@mail.khstu.ru>  Date: чт, 9 сент. 2021 г. в 14:13  Subject: [СЭД ТОГУ] Ознакомление с документом. Приказы и распоряжения за  подписью ректора №011/6рн/0366 от 09.09.2021: О проведении инструктажей по  вопросам обе;2
"4. Техническая поддержка (support@pnu.edu.ru)";Пришлите снисл, мы внесем данные в  информационную систему;*  Неверен код подтверждения электронной почты. Он действует один день. Пройдите подтверждение email в первой форме еще раз...  Добрый вечер! Не могу отправить СНИЛС, выходит эта запись. Посоветуйте что нужно сделать.С уважением Фукалова Н.В,        --  Наталья Васильевна Фукалова=====     Уважаемый слушатель, просьба заполнить СНИЛС. Для этого перейдите по ссылке   http://pnu.edu.ru/ru/faculties/additional/programms_qual_inc/add_data/?email=karyakina_n22@mail.ru&email_confirm_key=d5b05ccc767fcb9ad511ef6e54d899bc2c05a8a6adb456d2069b305cef800c92ef49aeb410489d569021314f9fdaebe6f39d7a3333bea70e2893dbd1b73ae1b0   еще раз и дозаполните анкету.     -- С уважением,  Наталия Карякина=====;44
"4. Техническая поддержка (support@pnu.edu.ru)";пробуйте снова   должно все работать;"Здравствуйте, что случилось с моей учётной записью в электронном учебном  курсе? Может это временные неполадки?=====Здравствуйте, я не могу зайти в ТОГУ ЛК, сайт выдает ответ Авторизация  прошла успешно, но в АИС ТОГУ не существует пользователя с логином  ""2019103291"" ({}).";2
"4. Техническая поддержка (support@pnu.edu.ru)";Проверил. все загрузилось с вечера 31 мая;"Здравствуйте,  проводится проверка загрузки данных на Суперсервис.  Проверка проводится поэтапно по формам обучения.  По очно-заочной и заочной форме обучения в настоящее время выявлены  следующие проблемы:  - Для конкурса 5571 (заочно, 44.03.05 Русский и литература) - не создан  конкурс для целевой квоты, в котором нет заказчика;  - Для конкурса 5575 (заочно, 44.03.05 Физкультура) - неверно созданы  конкурсы для целевой (3+1 места, а нужно 2+1 - это попробую руками  исправить);  - Для конкурса 5565 (заочно 44.03.05 Математика. Инф) - неверно созданы  конкурсы для целевой (4+1 места, а нужн";2
"4. Техническая поддержка (support@pnu.edu.ru)";Рабочие программы дисциплин опубликованы;Добрый день, я являюсь специалистом по учебно-методической работе кафедры государственно-правовых дисциплин Юридического института. Прошу вас прикрепить материалы рабочих программ по дисциплинам нашей кафедры в соответствии с высланной ниже структурой    Девятым письмом высылаю:  дисциплины по выбору вариативной части учебного плана специальности 40.05.01 «Правовое обеспечение национальной безопасности» (специализация № 2. Государственно-правовая)  •	Делопроизводство/Основы документооборота и корреспонденции  •	Противодействие коррупции в системе;10
"4. Техническая поддержка (support@pnu.edu.ru)";Сайт для входа  http://portal.khstu.ru/      Код для регистрации  6CV 73N VFT  Имя пользователя  2016100840  ;Здравствуйте! Я немогу войти в систему электронного обучения , можно каким-либо способом переоформить мне логин и пароль?! С 27.04.20 у меня начинается сессия                    Одаев Егор Александрович, группа СОСП(аб)з-61      IP-адресс: 95.70.43.140=====Я немогу зайти на почту, прошу Вас позвонить по телефону +79098447701, по нему же дать обратную связь      IP-адресс: 77.41.190.241;2
"4. Техническая поддержка (support@pnu.edu.ru)";Смените или пересохраните пароль для входа на портал;Неправильный адрес электронной почты      IP-адресс: 10.27.1.47=====Из личного кабинета не могу попасть в почту тогу   Как привязать почту тогу к почте к Гугл почте ?      IP-адресс: 213.221.12.180=====Не удалось найти аккаунт google (2021103156@pnu.edu.ru)      IP-адресс: 10.27.1.39=====здравствуйте! при попытке зайти в почту внутри личного кабинета высвечивается ошибка, что делать?      IP-адресс: 80.83.234.60=====G Suite - Неправильный адрес электронной почты	  	  Неправильный адрес электронной почты  Нам не удалось обработать ваш запрос в данный момент. Повторите попытку позже.      IP-адресс: 10.27.1.60=====Луенко Александ;16
"4. Техническая поддержка (support@pnu.edu.ru)";смените пароль от личного кабинета и заново зайдите в почту;"не получается войти в корпоративную почту, прошу прислать ответ на другую почту      IP-адрес: 80.83.238.115=====Здравствуйте! Я студент ДПИ (б)-31, Алексеева Екатерина Петровна. При попытке активировать почту 2023101264@pnu.edu.ru произошла ошибка: ""Неправильный адрес электронной почты  Нам не удалось обработать ваш запрос в данный момент. Повторите попытку позже."" Скриншот прикрепляю.       IP-адрес: 10.0.5.58";2
"4. Техническая поддержка (support@pnu.edu.ru)";Смените пароль, можно даже на текущий, и попробуйте снова войти в почту;"2021100669   не создается корпоративная почта       IP-адресс: 10.10.226.27=====Текст ошибки:  G Suite - Неправильный адрес электронной почты 	  Неправильный адрес электронной почты  Нам не удалось обработать ваш запрос в данный момент. Повторите попытку позже.      IP-адресс: 10.10.226.27===== 	G Suite - Неправильный адрес электронной почты 	  	  	Справка|Выйти  Неправильный адрес электронной почты    Нам не удалось обработать ваш запрос в данный момент. Повторите попытку позже.        IP-адресс: 10.10.226.27=====G Suite - Неправильный адрес электронной почты 	  Неправильный адрес электронной почты  Нам не уда";6
"4. Техническая поддержка (support@pnu.edu.ru)";СНИЛС – это личный страховой номер из 11 цифр;"Не могу внести Снилс         Отправлено из мобильной Почты Mail.ru      среда, 23 декабря 2020 г., 07:30 +0300 от support@pnu.edu.ru  <support@pnu.edu.ru>:  >Здравствуйте! Не забудьте прочесть письмо до конца!  >Настоящим мы подтверждаем, что получили Ваше сообщение.  >Мы обработаем Ваш запрос и свяжемся с Вами при первой возможности.  >Вашему запросу был присвоен номер 51340.  >!!!ВНИМАНИЕ!!!  >Для того чтобы специалисты как можно яснее восприняли ваш запрос и решили проблему, необходимо соблюсти несколько  важных правил :  >1 - Приложите ""скриншот экрана с проблемой"" в ответе на это письмо, если этого е";3
"4. Техническая поддержка (support@pnu.edu.ru)";"Спасибо.    С уважением, начальник отдела кадров ФГБОУ ВО ""ТОГУ""  Маилова Елена Викторовна  8 4212 73 40 04";"Коллеги, добрый день! Прошу разместить настоящий приказ с сопроводительным   текстом в личном кабинете в новостной строке:      Вниманию руководителей структурных подразделений!  Просим ознакомиться с  приказом от 18.05.2020 ?001/335общ. ""О введении   режима простоя"".  Приложение к приказу будет направлено непосредственно руководителю   структурного подразделения   на корпоративный адрес эл.почты.           С уважением, начальник отдела кадров ФГБОУ ВО ""ТОГУ""  Маилова Елена Викторовна  8 4212 73 40 04=====Коллеги, добрый день!    Прошу разместить прилагаемый документ на сайте уни";2
"4. Техническая поддержка (support@pnu.edu.ru)";Там вопрос к WiFi сети, которая в данный момент уже работает. В помещении стоит домашний роутер от D-Link, настроенный Андреем Клюевым. Это не наше оборудование и за его правильную работу я не поручусь. ;Здравствуйте! В аудитории 430л нет интернета с пятницы. Просьба срочно  придти наладить настройки!=====Здравствуйте!  В ауд. 430л (преподавательская) отсутствует интернет с 09.06.2023 г.  Просим устранить неполадки в кротчайшие сроки.          IP-адрес: 10.10.100.114;2
"4. Техническая поддержка (support@pnu.edu.ru)";У вас в удаленном сеансе на рабочем столе есть папка для сохранения  Сохраняйте документы и прочие файлы в эту папку  Скачайте файл и запустите его у себя на компьютере  Вы должны быть подключены к сети Вуза, откроется сетевая папка в которой будет папка в которую вы сохранили документы;Добрый день!  Как с удаленного рабочего стола скопировать файл на свой рабочий стол?  Работаю с АИС Нагрузка (выдает сообщение что у меня нет прав администратора).  Сформированное поручение экспортирую в excel для отправки по почте.)    Копирование необходимо для согласования с преподавателями т.к. не  у всех  есть доступ.     С уважением, Светлана Норбоева        IP-адресс: 85.15.112.238=====Мне необходимо  перенести файл с удаленного рабочего стола на мой стол, для дальнейшей работы с документом и его пересылке      IP-адресс: 37.29.88.63=====Прошу подсказать как перенести информаци;4
"4. Техническая поддержка (support@pnu.edu.ru)";У вас на момент регистрации в ЛКА ТОГУ на pnu.edu.ru существовали данные о анкете из Госуслуг, причина бага была в этом. Сейчас мы поправили - бага не должно возникать при регистрации, попробуйте зарегистрироваться еще https://pnu.edu.ru/ru/applicant/cabinet/register/    Напишите что получилось, не получилось. Лучше со скриншотами внутри Личного Кабинета Абитуриента на pnu.edu.ru если в него зайдете после подтверждения;Отправлено с iPhone=====[image: image.png];2
"4. Техническая поддержка (support@pnu.edu.ru)";Это связано с процессом перевода студентов в новые факультеты. В ближайшее время Ваша студенческая карточка снова будет активной.;"Доброе утро, это Слива Алина из ПОНБ-21. Сверху красным написано, что меня  отчислили, но все сессии у меня сданы.=====Здравствуйте, Гайдук Т.А. Ю(б)-11, попала по ошибке в список отчисления не  работает портал ТОГУ.=====Здравствуйте. Судя по всему я не первый кто вам написал по поводу этой  проблемы.  По причичне ""отчислен""(хотя я ещё в академе), в Портале заблокирован  аккаунт .  Прошу исправить=====Добрый день, я староста ПП(с)-91, и вся моя группа с недавнего времени столкнулась с такой проблемой: в разделе «портфолио» в личном кабинете портала ТОГУ мы все отмечены как «о";6
Абитуриент;Здравствуйте,  пароль обновлен o7%3hXt%;"Доброго времени суток. Потерял доступ к сайту. Ни с помощью логина, ни почты, не получается зайти на сайт.  Что делать в данной ситуации? На данный момент, не получается восстановить доступ через mail.  Данные были вот такие:  ФИО: Куликовский Евгений Геннадьевич;  Хабаровский край. Хабаровск;  Номер телефона: 9997928926;  Направление / Курс / Модуль: Информационные технологии;  Учебное заведение: Хабаровский автомеханический колледж.=====Так же, пришло письмо, на данную почту. Но, результаты не могу посмотреть.   ";2
Абитуриент;Здравствуйте, для подтверждения регистрации в личном кабинете абитуриента ТОГУ после регистрации вам поступает письмо с ссылкой. Проверьте папки рассылка и спам, возможно письмо там. Если письма нет, то обратитесь с просьбой об удалении регистрации и повторите регистрацию с начала.;Здравствуйте, какой код подтверждения неправильный ? Не приходил никакой код.=====Время 11:27,Лукашова Мария Алексеевна,номер телефона 89145615366    Отправлено из мобильной Почты Mail.ru;2
Департамент академической политики;"1. Обращение должно быть только от сотрудника деканата/дирекции  2. К обращению обязательно должна быть прикреплена объяснительная преподавателя.  ";Здравствуйте! Помогите, пожалуйста, решить проблему с проставлением зачетов  заочникам. Ведомости заблокированы, методисты ЗФ не могут создать  разрешения.    ---------- Forwarded message ---------  От: Светлана Устемирова <002980@pnu.edu.ru>  Date: вт, 30 июн. 2020 г. в 13:18  Subject: АС(аб)з-91  To: Александр Бянкин <003857@pnu.edu.ru>    Добрый день!Ведомости закрылись неделю назад,мы создаем  разрешения, но Вы  у Вас в ведомости стоит н/зач  и на это н/зач   разрешение не создается  ,как и на неуд. Пишите в тех. поддержку.    вт, 30 июн. 2020 г. в 12:06, Александр Бянкин <003857@pnu.edu.ru>:    > Здравствуйте! Можно ли разблокировать;33
Департамент академической политики;"1. Обращение должно быть только от сотрудника деканата/дирекции  2. К обращению обязательно должна быть прикреплена объяснительная преподавателя.";Ст. гр. ТУЭ(аб)-91 (ТЭФ) Куркин Дмитрий Алексеевич получил зачёт 19.06.2020.  Прошу дать мне возможность проставить зачёт в ведомость.      IP-адресс: 62.249.146.176=====Добрый ведомость ПИЭ(аб)оз-81 Численные методы закрылась, оценки слетели  у меня и еще преподавателей. Некоторые преподаватели стали ставить через  бегунки. Однако я оценки ввела. Просьба открыть ведомость для повторного  введения оценок    <https://www.avast.com/sig-email?utm_medium=email&utm_source=link&utm_campaign=sig-email&utm_content=webmail>  Без  вирусов. www.avast.ru  <https://www.avast.com/sig-email?utm_medium=email&utm_source=link&utm_campaign=sig-email&utm_content=webmail>  <#DAB4FAD8-2DD7-40BB-A1B8-4E2AA1F9FDF2>=====Прошу ;7
Департамент академической политики;Аттестат пришлют Вам вместе с дипломом;Здравствуйте, вы можете выслать на почту аттестат в электронном виде?   Ткачук Георгий Сергеевич, ФПЭ, ЛХ-61      IP-адресс: 81.9.113.88=====Здравствуйте! Может,пожалуйста, выслать в электронном виде?  На имя Шачнева Александра Владимировича   Группа ЛХ(аб) 61   Факультет ФПЭ        IP-адресс: 85.15.118.185;2
Департамент академической политики;В Группе ПГС(б)з-01 нет студента Киселева Д.С., нет возможности оформить разрешения;"Добрый день! По просьбе преподавателя Казарбина А.В. откройте, пожалуйста,  разрешение на студента группы ПГС(б)з-01, Киселева Д.С. на дисциплину  ""Физика"", сессия 20/21(зима +лето) Спасибо.  С уважением специалист 1 категории по УМР ИСИ Цой Е.А.=====Добрый день! По просьбе преподавателя Казарбина А.В. откройте, пожалуйста,  разрешение на студента группы ПГС(б)з-01, Киселева Д.С. на дисциплину  ""Физика"", сессия 20/21(зима +лето) Спасибо.  С уважением специалист 1 категории по УМР ИСИ Цой Е.А.";2
Департамент академической политики;в карточке, История приказов вы тоже можете редактировать  В представление которое включено в приказ №018/1225 от 10.11.2020 не редактируется.;"Прошу внести изменение в Лотусе в приказах на тему ВКР (убрать лишний знак)    ФИРиД  гр.Д(пб)оз-61  Можаева Катарина Владиславовна  Приказ №018/1225 от10.11.2020  Надо убрать лишний знак "" в конце формулировки темы    --   С уважением,  Горбач Надежда Сергеевна  Замдекана ФИРиД по УР=====Прошу внести изменение в Лотусе в приказах на тему ВКР (убрать лишний знак)    ФИРиД  гр.ПОИТ(аб)з-51  Загоруйко Ольга Александровна  Приказ № 018/34 от 12.01.2021  Убрать знак точку в конце формулировки темы  --   С уважением,  Горбач Надежда Сергеевна  Замдекана ФИРиД по УР";2
Департамент академической политики;Вадим Александрович, не понимаю, что в данном случае может сделать ДАП?;Уважаемые коллеги, добрый день!  Два моих преподавателя ошибочно отправили свои ведомости на Департамент управления проектами. Это доцент кафедры АФ Хрущева Т.В. (дата отправки 24.06) эффективные ведомости по НИР, воспитательной работе и организационно-методической. Ст преподаватель Стрелкова Е.Ю.(25.06), ведомость Учебная работа.  С уважением,  Васюк Вероника Владимировна  завкафедрой английской филологии и МКК      IP-адресс: 10.0.22.37=====Здравствуйте.  23.06.2021 была направлена заявка (57448) с просьбой проверить  корректность Таблицы1.  Учебно-методическая работа в пунк;2
Департамент академической политики;вам необходимо обратиться в ваш деканат;Здравствуйте, прошлый семестр учился в ТХОМ 91 на ФАиТ,  не успел  получить зачет по предмету ОСНОВЫ ПРОЕКТНОЙ ДЕЯТЕЛЬНОСТИ. В этом семестре перевёлся на заочное обучение в ЗМУ(аб) З-91. Зачет по ОСНОВАМ ПРОЕКТНОЙ ДЕЯТЕЛЬНОСТИ не ставят без какого- то разрешения от деканата. Работы отослал преподавателю в полном оъёме.       IP-адресс: 62.249.146.151=====Добрый день. Подскажите, пожалуйста, кто и как выставляет оценки за сдачу предмета, который горит красным н/я?! У меня за 5 семестр по термодинамике и тепло передаче стояла н/я, но я сдал зачёт по этому предмету 23.10.2020 г. На са;5
Департамент академической политики;Вам необходимо обратиться в Ваш деканат/дирекцию;Нужна справка о периоде обучения, а в электронном деканате подобного нету      IP-адресс: 81.9.113.14=====Добрый день, в личном кабинете нашёл только бланк обходного, каким образом его можно отправить на подписание?       IP-адресс: 185.3.183.167;2
Департамент академической политики;Вам необходимо обратиться в деканат/дирекцию;Здравствуйте. Я студентка 2-го курса, Пасюкова Татьяна Андреевна, хочу обратиться к вам с таким вопросом. Можно ли как- то исправить оценку за экзамен по философии? Просто по всем предметам пятерки, за философию поставили 3. Я еще в пятницу написала Ольге Васильевне, ответа так и не получила.      IP-адресс: 95.70.68.33=====Хотел бы пересдать Иностранный язык (Английский) на более высокую оценку. Преподаватель - Вершинина Анна Ремовна.      IP-адресс: 37.146.122.208;2
Департамент академической политики;Ваше обращение передано декану заочного факультета;Добрый день, подскажите в каких числах будет установочная сессия у заочников группы ЛХ(аб)-зу91? Или она будет проводиться дистанционно?       IP-адресс: 87.225.90.82=====Здравствцйте! Где взять форму на получение зачета за прошлый симестр? Можно сделать это дистанционно или нужно присутствие в деканате?        IP-адресс: 62.249.146.151=====Здравствуйте, я студентка з/ф 2 курса социальной работы. У меня за первый курс второго семестра есть долги по учёбе. Я находилась в роддоме и не сдала предметы. К сожалению, я не согласовала вовремя это с университетом. Сроки сдачи, как я уже увид;11
Департамент академической политики;ведомости открыты для редактирования;"Добрый день прошу открыть ведомости по практике 2021-2022 лето на группы  ЛПВЯкра(б)-81 и ЛПВЯяа(б)-81. Преподаватель Кривошеева Е.И. не смогла  поставить зачёт, так как форма оценивая была в отметках (экзамен), в плане  же указана форма оценивания - зачет. Скриншот прилагаю.=====Здравствуйте,    Просим открыть доступ к ведомостям групп ЛТМЕ (аб)-61,  ЛТМЕак(аб)-61,  ЛТМЕан(аб)-61,  ТПМаф(аб)-61 "" Производственная практика:НИР""  в связи с  тем, что по практике была выставлена ошибочная форма отчетности:оценка  вместо зачета. В электронном журнале преподавателя во вкладке ""сессия"" п";18
Департамент академической политики;ведомость открыта для редактирования;Анна Романова <012189@pnu.edu.ru>  07:09 (7 минут назад)  кому: Служба  Добрый день!  У меня проблема, т.к. я еще осваиваю эл.ресурсы, не сохранила ведомость и  по умолчанию поставили не явку студентам, но они зачет сдали .Это моя вина  я не сохранила данные. Помогите пожалуйста решить эту ситуацию.  С уважением Романова Анна Андреевна. Кафедра ИЗО . Группа ПОИТ(аб)з-91  [image: Романова ведомость ПОИТ(аб)з-91.bmp]=====Доброе утро! При заполнении ведомости №21018040002 в группе СОЛ(аб)-71 была  допущена ошибка. Студентке Морозовой А.Ю. проставлена не та отметка. Прошу  открыть ведомость или изм;76
Департамент академической политики;Ведомость открыта для редактирования до 23:59 25 мая , в 00:00 26 мая она закроется;Коллеги, здравствуйте! Откройте, пожалуйста, ведомость гр. ТПМак(б)-81  Практикум по культуре речевого общения первого иностранного языка, сессия  2021-2022 лето. Студенты сдали экзамен, но закрылось неявкой.  Объяснительную от преподавателя прилагаем.  Спасибо,  с уважением,  М. А. Горелик, зам. декана по УР ФФП и МК, 24.05.2022, 10.40. ПИ2-130=====Коллеги, доброе утро! В деканат обратилась доцент каф. АФ Леонова Е. Н. с  объяснительной запиской  о том, что она не успела выставить  студентам-выпускникам результаты экзамена по дисциплине Практикум по  культуре речевого общения пер;2
Департамент академической политики;Для получения справки,Вам необходимо обратиться в Ваш деканат!;Здравствуйте, срочно нужно получить  справку о периоде обучения       IP-адресс: 213.221.12.121=====Здравствуйте, срочно нужно получить  справку о периоде обучения       IP-адресс: 213.221.12.121;2
Департамент академической политики;За зимнюю промежуточную аттестацию 2021-2022 уч.года задолженности проставляются в период 2й ликвидационной сессии: 15.04.2022-30.04.2022. Оснований для досрочного открытия разрешения нет;Здравствуйте, прошу Вас открыть электронную ведомость по дисциплине ''Физическая культура и спорт'' студентам Боев Анатолий - группа ААХ - 91, Ровенко Артем - ИСС- 91 за период 2021 - 2022 зимняя сессия. С уважением Тимошков Е.В.      IP-адресс: 10.10.100.114=====Здравствуйте, прошу Вас открыть электронную ведомость студенту группы ПГС - 02 Устинову Алексею по дисциплине Физическая культура и спорт за период 2021 - 2022 зимняя сессия, всвязи с вовремя не сданными материалами по дисциплине. Суважением Тимошков Е.В.      IP-адресс: 10.10.100.114=====Здравствуйте, Прошу Вас открыть электронные вед;3
Департамент академической политики;задача дубль 69426, которая находится на исполнении;"Добрый день. Прошу вас создать разрешение в сессии 2019-2020 зима для ст. гр. ТВ(б)-91 Син В.С. по дисциплине ""Риторика и академическое письмо""  Спасибо      IP-адрес: 10.10.100.114=====Добрый день. Прошу вас создать разрешение в сессии 2019-2020 зима для ст. гр. ТВ(б)-91 Син В.С. по дисциплине ""Риторика и академическое письмо""  Спасибо      IP-адрес: 10.10.100.114=====Добрый день. Прошу вас создать разрешение в сессии 2019-2020 зима для ст. гр. ТВ(б)-91 Син В.С. по дисциплине ""Риторика и академическое письмо""  Спасибо      IP-адрес: 10.10.100.114";3
